,School code,School Name,COMPOSITE_CLASS,COUNT,CLASS
332,1535,Cattai Public School,COMPOSITE_CLASS_COUNT,2,14
333,4367,Caves Beach Public School,COMPOSITE_CLASS_COUNT,4,14
334,1537,Cawdor Public School,COMPOSITE_CLASS_COUNT,3,14
335,4635,Cecil Hills Public School,COMPOSITE_CLASS_COUNT,3,14
336,4607,Centaur Public School,COMPOSITE_CLASS_COUNT,4,14
337,4110,Central Mangrove Public School,COMPOSITE_CLASS_COUNT,3,14
338,3214,Central Tilba Public School,COMPOSITE_CLASS_COUNT,2,14
339,1543,Cessnock East Public School,COMPOSITE_CLASS_COUNT,4,14
340,1542,Cessnock Public School,COMPOSITE_CLASS_COUNT,8,14
341,1545,Cessnock West Public School,COMPOSITE_CLASS_COUNT,5,14
342,1547,Chandler Public School,COMPOSITE_CLASS_COUNT,1,14
343,4194,Charlestown East Public School,COMPOSITE_CLASS_COUNT,3,14
344,1550,Charlestown Public School,COMPOSITE_CLASS_COUNT,5,14
345,4324,Charlestown South Public School,COMPOSITE_CLASS_COUNT,5,14
346,4014,Chatham Public School,COMPOSITE_CLASS_COUNT,4,14
347,7409,Chatswood Public School,COMPOSITE_CLASS_COUNT,2,14
348,1553,Chatsworth Island Public School,COMPOSITE_CLASS_COUNT,3,14
349,4440,Cherrybrook Public School,COMPOSITE_CLASS_COUNT,1,14
350,4398,Chertsey Primary School,COMPOSITE_CLASS_COUNT,5,14
351,3981,Chester Hill North Public School,COMPOSITE_CLASS_COUNT,0,14
352,3698,Chester Hill Public School,COMPOSITE_CLASS_COUNT,1,14
353,4299,Chifley Public School,COMPOSITE_CLASS_COUNT,8,14
354,1558,Chillingham Public School,COMPOSITE_CLASS_COUNT,2,14
355,1560,Chipping Norton Public School,COMPOSITE_CLASS_COUNT,4,14
356,4542,Chittaway Bay Public School,COMPOSITE_CLASS_COUNT,7,14
357,3808,Chullora Public School,COMPOSITE_CLASS_COUNT,11,14
358,4527,Clairgate Public School,COMPOSITE_CLASS_COUNT,5,14
359,4565,Clare Public School,COMPOSITE_CLASS_COUNT,1,14
360,4622,Claremont Meadows Public School,COMPOSITE_CLASS_COUNT,4,14
361,1564,Clarence Town Public School,COMPOSITE_CLASS_COUNT,4,14
362,4510,Claymore Public School,COMPOSITE_CLASS_COUNT,6,14
363,1566,Clemton Park Public School,COMPOSITE_CLASS_COUNT,4,14
364,2668,Clergate Public School,COMPOSITE_CLASS_COUNT,4,14
365,1573,Clovelly Public School,COMPOSITE_CLASS_COUNT,3,14
366,1574,Clunes Public School,COMPOSITE_CLASS_COUNT,3,14
367,4022,Coal Point Public School,COMPOSITE_CLASS_COUNT,7,14
368,1578,Cobar Public School,COMPOSITE_CLASS_COUNT,5,14
369,1579,Cobargo Public School,COMPOSITE_CLASS_COUNT,4,14
370,1580,Cobbitty Public School,COMPOSITE_CLASS_COUNT,3,14
371,1583,Coffee Camp Public School,COMPOSITE_CLASS_COUNT,3,14
372,1584,Coffs Harbour Public School,COMPOSITE_CLASS_COUNT,2,14
373,4348,Coleambally Central School,COMPOSITE_CLASS_COUNT,2,14
374,1587,Coledale Public School,COMPOSITE_CLASS_COUNT,5,14
375,1589,Collarenebri Central School,COMPOSITE_CLASS_COUNT,4,14
376,3970,Collaroy Plateau Public School,COMPOSITE_CLASS_COUNT,0,14
377,1590,Collector Public School,COMPOSITE_CLASS_COUNT,2,14
378,1591,Collingullie Public School,COMPOSITE_CLASS_COUNT,2,14
