,School Code,School Full Name,Original RAM Funding $,RAM Funding - post Adjustments $
2197,8880.0,Callaghan College Jesmond Senior Campus,,
2198,8882.0,James Cook Boys High School,,
2199,8884.0,Epping Boys High School,,
2200,8888.0,Wiley Park Girls High School,,
2201,8892.0,Arthur Phillip High School,,
2202,8903.0,Cardiff High School,,
2203,8905.0,Cumberland High School,,
2204,8906.0,Oak Flats High School,,
2205,8907.0,Riverstone High School,,
2206,8908.0,Rooty Hill High School,,
2207,8909.0,Toronto High School,,
2208,8910.0,Cammeraygal High School,,
2209,8911.0,The Ponds High School,,
2210,8912.0,Aurora College,,
2211,8913.0,Inner Sydney High School,,
2212,8914.0,Centre of Excellence in Agricultural Education ,,
2213,8915.0,Armidale Secondary College,,
2214,8916.0,Oran Park High School,,
2215,8917.0,Murrumbidgee Regional High School,,
